gigaampere,gigaampere,GA,The gigaampere is a unit of electric current defined as 1.0e9 ampere.
teraampere,teraampere,TA,The teraampere is a unit of electric current defined as 1.0e12 ampere.
petaampere,petaampere,PA,The petaampere is a unit of electric current defined as 1.0e15 ampere.
exaampere,exaampere,EA,The exaampere is a unit of electric current defined as 1.0e18 ampere.
zettaampere,zettaampere,ZA,The zettaampere is a unit of electric current defined as 1.0e21 ampere.
yottaampere,yottaampere,YA,The yottaampere is a unit of electric current defined as 1.0e24 ampere.
yoctokelvin,yoctokelvin,yK,The yoctokelvin is a unit of temperature defined as 1.0e-24 kelvin.
zeptokelvin,zeptokelvin,zK,The zeptkelvin is a unit of temperature defined as 1.0e-21 kelvin.
attokelvin,attokelvin,aK,The attokelvin is a unit of temperature defined as 1.0e-18 kelvin.
picokelvin,picokelvin,pK,The picokelvin is a unit of temperature defined as 1.0e-12 kelvin.
femtokelvin,femtokelvin,fK,The femtokelvin is a unit of temperature defined as 1.0e-15 kelvin.
nanokelvin,nanokelvin,nK,The nanokelvin is a unit of temperature defined as 1.0e-9 kelvin.
microkelvin,microkelvin,μK,The microkelvin is a unit of temperature defined as 1.0e-6 kelvin.
millikelvin,millikelvin,mK,The millikelvin is a unit of temperature defined as 1.0e-3 kelvin.
centikelvin,centikelvin,cK,The centikelvin is a unit of temperature defined as 1.0e-2 kelvin.
decikelvin,decikelvin,dK,The decikelvin is a unit of temperature defined as 1.0e-1 kelvin.
decakelvin,decakelvin,daK,The decakelvin is a unit of thermodynamic temperature defined as 1.0e1 kelvin.
hectokelvin,hectokelvin,hK,The hectokelvin is a unit of thermodynamic temperature defined as 1.0e2 kelvin.
kilokelvin,kilokelvin,kK,The kilokelvin is a unit of thermodynamic temperature defined as 1.0e3 kelvin.
megakelvin,megakelvin,MK,The megakelvin is a unit of thermodynamic temperature defined as 1.0e6 kelvin.
gigakelvin,gigakelvin,GK,The gigakelvin is a unit of thermodynamic temperature defined as 1.0e9 kelvin.
terakelvin,terakelvin,TK,The terakelvin is a unit of thermodynamic temperature defined as 1.0e12 kelvin.
petakelvin,petakelvin,PK,The petakelvin is a unit of thermodynamic temperature defined as 1.0e15 kelvin.
exakelvin,exakelvin,EK,The exakelvin is a unit of thermodynamic temperature defined as 1.0e18 kelvin.
zettakelvin,zettakelvin,ZK,The zettakelvin is a unit of thermodynamic temperature defined as 1.0e21 kelvin.
yottakelvin,yottakelvin,YK,The yottakelvin is a unit of thermodynamic temperature defined as 1.0e24 kelvin.
yoctomole,yoctomole,ymol,
zeptomole,zeptomole,zmol,
attomole,attomole,amol,
picomole,picomole,pmol,
femtomole,femtomole,fmol,
nanomole,nanomole,nmol,
micromole,micromole,μmol,
millimole,millimole,mmol,
centimole,centimole,cmol,
decimole,decimole,dmol,
decamole,decamole,damol,
hectomole,hectomole,hmol,
kilomole,kilomole,kmol,
megamole,megamole,Mmol,
gigamole,gigamole,Gmol,
teramole,teramole,Tmol,
petamole,petamole,Pmol,
examole,examole,Emol,
zettamole,zettamole,Zmol,
yottamole,yottamole,Ymol,
yoctocandela,yoctocandela,ycd,The yoctocandela is a unit of luminous intensity defined as 1.0e-24 candela.
zeptocandela,zeptocandela,zcd,The zeptcandela is a unit of luminous intensity defined as 1.0e-21 candela.
attocandela,attocandela,acd,The attocandela is a unit of luminous intensity defined as 1.0e-18 candela.
picocandela,picocandela,pcd,The picocandela is a unit of luminous intensity defined as 1.0e-12 candela.
femtocandela,femtocandela,fcd,The femtocandela is a unit of luminous intensity defined as 1.0e-15 candela.
nanocandela,nanocandela,ncd,The nanocandela is a unit of luminous intensity defined as 1.0e-9 candela.
microcandela,microcandela,μcd,The microcandela is a unit of luminous intensity defined as 1.0e-6 candela.
millicandela,millicandela,mcd,The millicandela is a unit of luminous intensity defined as 1.0e-3 candela.
centicandela,centicandela,ccd,The centicandela is a unit of luminous intensity defined as 1.0e-2 candela.
decicandela,decicandela,dcd,The decicandela is a unit of luminous intensity defined as 1.0e-1 candela.
decacandela,decacandela,dacd,The decacandela is a unit of luminous intensity defined as 1.0e1 candela.
hectocandela,hectocandela,hcd,The hectocandela is a unit of luminous intensity defined as 1.0e2 candela.
kilocandela,kilocandela,kcd,The kilocandela is a unit of luminous intensity defined as 1.0e3 candela.
megacandela,megacandela,Mcd,The megacandela is a unit of luminous intensity defined as 1.0e6 candela.
gigacandela,gigacandela,Gcd,The gigacandela is a unit of luminous intensity defined as 1.0e9 candela.
teracandela,teracandela,Tcd,The teracandela is a unit of luminous intensity defined as 1.0e12 candela.
petacandela,petacandela,Pcd,The petacandela is a unit of luminous intensity defined as 1.0e15 candela.
exacandela,exacandela,Ecd,The exacandela is a unit of luminous intensity defined as 1.0e18 candela.
zettacandela,zettacandela,Zcd,The zettacandela is a unit of luminous intensity defined as 1.0e21 candela.
yottacandela,yottacandela,Ycd,The yottacandela is a unit of luminous intensity defined as 1.0e24 candela.
yoctohertz,yoctohertz,yHz,The yoctohertz is a unit of frequency defined as 1.0e-24 hertz.
zeptohertz,zeptohertz,zHz,The zepthertz is a unit of frequency defined as 1.0e-21 hertz.
attohertz,attohertz,aHz,The attohertz is a unit of frequency defined as 1.0e-18 hertz.
picohertz,picohertz,pHz,The picohertz is a unit of frequency defined as 1.0e-12 hertz.
femtohertz,femtohertz,fHz,The femtohertz is a unit of frequency defined as 1.0e-15 hertz.
nanohertz,nanohertz,nHz,The nanohertz is a unit of frequency defined as 1.0e-9 hertz.
microhertz,microhertz,μHz,The microhertz is a unit of frequency defined as 1.0e-6 hertz.
millihertz,millihertz,mHz,The millihertz is a unit of frequency defined as 1.0e-3 hertz.
centihertz,centihertz,cHz,The centihertz is a unit of frequency defined as 1.0e-2 hertz.
decihertz,decihertz,dHz,The decihertz is a unit of frequency defined as 1.0e-1 hertz.
decahertz,decahertz,daHz,The decahertz is a unit of frequency defined as 1.0e1 hertz.
hectohertz,hectohertz,hHz,The hectohertz is a unit of frequency defined as 1.0e2 hertz.
kilohertz,kilohertz,kHz,The kilohertz is a unit of frequency defined as 1.0e3 hertz.
megahertz,megahertz,MHz,The megahertz is a unit of frequency defined as 1.0e6 hertz.
gigahertz,gigahertz,GHz,The gigahertz is a unit of frequency defined as 1.0e9 hertz.
terahertz,terahertz,THz,The terahertz is a unit of frequency defined as 1.0e12 hertz.
petahertz,petahertz,PHz,The petahertz is a unit of frequency defined as 1.0e15 hertz.
exahertz,exahertz,EHz,The exahertz is a unit of frequency defined as 1.0e18 hertz.
zettahertz,zettahertz,ZHz,The zettahertz is a unit of frequency defined as 1.0e21 hertz.
yottahertz,yottahertz,YHz,The yottahertz is a unit of frequency defined as 1.0e24 hertz.
yoctonewton,yoctonewton,yN,
zeptonewton,zeptonewton,zN,
attonewton,attonewton,aN,
piconewton,piconewton,pN,
femtonewton,femtonewton,fN,
nanonewton,nanonewton,nN,
micronewton,micronewton,μN,
millinewton,millinewton,mN,
centinewton,centinewton,cN,
decinewton,decinewton,dN,
decanewton,decanewton,daN,
hectonewton,hectonewton,hN,
kilonewton,kilonewton,kN,
meganewton,meganewton,MN,
giganewton,giganewton,GN,
teranewton,teranewton,TN,
petanewton,petanewton,PN,
exanewton,exanewton,EN,
zettanewton,zettanewton,ZN,
yottanewton,yottanewton,YN,
yoctopascal,yoctopascal,yPa,
zeptopascal,zeptopascal,zPa,
attopascal,attopascal,aPa,
picopascal,picopascal,pPa,
femtopascal,femtopascal,fPa,
nanopascal,nanopascal,nPa,
micropascal,micropascal,μPa,
millipascal,millipascal,mPa,
centipascal,centipascal,cPa,
decipascal,decipascal,dPa,
decapascal,decapascal,daPa,
hectopascal,hectopascal,hPa,
kilopascal,kilopascal,kPa,
megapascal,megapascal,MPa,
gigapascal,gigapascal,GPa,
terapascal,terapascal,TPa,
petapascal,petapascal,PPa,
exapascal,exapascal,EPa,
zettapascal,zettapascal,ZPa,
yottapascal,yottapascal,YPa,
yoctojoule,yoctojoule,yJ,The yoctojoule is a unit of energy defined as 1.0e-24 joule.
zeptojoule,zeptojoule,zJ,The zeptjoule is a unit of energy defined as 1.0e-21 joule.
attojoule,attojoule,aJ,The attojoule is a unit of energy defined as 1.0e-18 joule.
picojoule,picojoule,pJ,The picojoule is a unit of energy defined as 1.0e-12 joule.
femtojoule,femtojoule,fJ,The femtojoule is a unit of energy defined as 1.0e-15 joule.
nanojoule,nanojoule,nJ,The nanojoule is a unit of energy defined as 1.0e-9 joule.
microjoule,microjoule,μJ,The microjoule is a unit of energy defined as 1.0e-6 joule.
millijoule,millijoule,mJ,The millijoule is a unit of energy defined as 1.0e-3 joule.
centijoule,centijoule,cJ,The centijoule is a unit of energy defined as 1.0e-2 joule.
decijoule,decijoule,dJ,The decijoule is a unit of energy defined as 1.0e-1 joule.
decajoule,decajoule,daJ,The decajoule is a unit of energy defined as 1.0e1 joule.
hectojoule,hectojoule,hJ,The hectojoule is a unit of energy defined as 1.0e2 joule.
kilojoule,kilojoule,kJ,The kilojoule is a unit of energy defined as 1.0e3 joule.
megajoule,megajoule,MJ,The megajoule is a unit of energy defined as 1.0e6 joule.
gigajoule,gigajoule,GJ,The gigajoule is a unit of energy defined as 1.0e9 joule.
terajoule,terajoule,TJ,The terajoule is a unit of energy defined as 1.0e12 joule.
petajoule,petajoule,PJ,The petajoule is a unit of energy defined as 1.0e15 joule.
exajoule,exajoule,EJ,The exajoule is a unit of energy defined as 1.0e18 joule.
zettajoule,zettajoule,ZJ,The zettajoule is a unit of energy defined as 1.0e21 joule.
yottajoule,yottajoule,YJ,The yottajoule is a unit of energy defined as 1.0e24 joule.
yoctowatt,yoctowatt,yW,
zeptowatt,zeptowatt,zW,
attowatt,attowatt,aW,
picowatt,picowatt,pW,
femtowatt,femtowatt,fW,
nanowatt,nanowatt,nW,
microwatt,microwatt,μW,
milliwatt,milliwatt,mW,
centiwatt,centiwatt,cW,
deciwatt,deciwatt,dW,
decawatt,decawatt,daW,
hectowatt,hectowatt,hW,
kilowatt,kilowatt,kW,
megawatt,megawatt,MW,
gigawatt,gigawatt,GW,
terawatt,terawatt,TW,
petawatt,petawatt,PW,
exawatt,exawatt,EW,
zettawatt,zettawatt,ZW,
yottawatt,yottawatt,YW,
yoctocoulomb,yoctocoulomb,yC,The yoctocoulomb is a unit of electric charge defined as 1.0e-24 coulomb.
zeptocoulomb,zeptocoulomb,zC,The zeptcoulomb is a unit of electric charge defined as 1.0e-21 coulomb.
attocoulomb,attocoulomb,aC,The attocoulomb is a unit of electric charge defined as 1.0e-18 coulomb.
picocoulomb,picocoulomb,pC,The picocoulomb is a unit of electric charge defined as 1.0e-12 coulomb.
femtocoulomb,femtocoulomb,fC,The femtocoulomb is a unit of electric charge defined as 1.0e-15 coulomb.
nanocoulomb,nanocoulomb,nC,The nanocoulomb is a unit of electric charge defined as 1.0e-9 coulomb.
microcoulomb,microcoulomb,μC,The microcoulomb is a unit of electric charge defined as 1.0e-6 coulomb.
millicoulomb,millicoulomb,mC,The millicoulomb is a unit of electric charge defined as 1.0e-3 coulomb.
centicoulomb,centicoulomb,cC,The centicoulomb is a unit of electric charge defined as 1.0e-2 coulomb.
decicoulomb,decicoulomb,dC,The decicoulomb is a unit of electric charge defined as 1.0e-1 coulomb.
decacoulomb,decacoulomb,daC,The decacoulomb is a unit of electric charge defined as 1.0e1 coulomb.
hectocoulomb,hectocoulomb,hC,The hectocoulomb is a unit of electric charge defined as 1.0e2 coulomb.
kilocoulomb,kilocoulomb,kC,The kilocoulomb is a unit of electric charge defined as 1.0e3 coulomb.
megacoulomb,megacoulomb,MC,The megacoulomb is a unit of electric charge defined as 1.0e6 coulomb.
gigacoulomb,gigacoulomb,GC,The gigacoulomb is a unit of electric charge defined as 1.0e9 coulomb.
teracoulomb,teracoulomb,TC,The teracoulomb is a unit of electric charge defined as 1.0e12 coulomb.
petacoulomb,petacoulomb,PC,The petacoulomb is a unit of electric charge defined as 1.0e15 coulomb.
exacoulomb,exacoulomb,EC,The exacoulomb is a unit of electric charge defined as 1.0e18 coulomb.
zettacoulomb,zettacoulomb,ZC,The zettacoulomb is a unit of electric charge defined as 1.0e21 coulomb.
yottacoulomb,yottacoulomb,YC,The yottacoulomb is a unit of electric charge defined as 1.0e24 coulomb.
yoctovolt,yoctovolt,yV,
zeptovolt,zeptovolt,zV,
attovolt,attovolt,aV,
picovolt,picovolt,pV,
femtovolt,femtovolt,fV,
nanovolt,nanovolt,nV,
microvolt,microvolt,μV,
millivolt,millivolt,mV,
centivolt,centivolt,cV,
decivolt,decivolt,dV,
decavolt,decavolt,daV,
hectovolt,hectovolt,hV,
kilovolt,kilovolt,kV,
megavolt,megavolt,MV,
gigavolt,gigavolt,GV,
teravolt,teravolt,TV,
petavolt,petavolt,PV,
exavolt,exavolt,EV,
zettavolt,zettavolt,ZV,
yottavolt,yottavolt,YV,
yoctofarad,yoctofarad,yF,The yoctofarad is a unit of capacitance defined as 1.0e-24 farad.
zeptofarad,zeptofarad,zF,The zeptfarad is a unit of capacitance defined as 1.0e-21 farad.
attofarad,attofarad,aF,The attofarad is a unit of capacitance defined as 1.0e-18 farad.
picofarad,picofarad,pF,The picofarad is a unit of capacitance defined as 1.0e-12 farad.
femtofarad,femtofarad,fF,The femtofarad is a unit of capacitance defined as 1.0e-15 farad.
nanofarad,nanofarad,nF,The nanofarad is a unit of capacitance defined as 1.0e-9 farad.
microfarad,microfarad,μF,The microfarad is a unit of capacitance defined as 1.0e-6 farad.
millifarad,millifarad,mF,The millifarad is a unit of capacitance defined as 1.0e-3 farad.
centifarad,centifarad,cF,The centifarad is a unit of capacitance defined as 1.0e-2 farad.
decifarad,decifarad,dF,The decifarad is a unit of capacitance defined as 1.0e-1 farad.
decafarad,decafarad,daF,The decafarad is a unit of capacitance defined as 1.0e1 farad.
hectofarad,hectofarad,hF,The hectofarad is a unit of capacitance defined as 1.0e2 farad.
kilofarad,kilofarad,kF,The kilofarad is a unit of capacitance defined as 1.0e3 farad.
megafarad,megafarad,MF,The megafarad is a unit of capacitance defined as 1.0e6 farad.
gigafarad,gigafarad,GF,The gigafarad is a unit of capacitance defined as 1.0e9 farad.
terafarad,terafarad,TF,The terafarad is a unit of capacitance defined as 1.0e12 farad.
petafarad,petafarad,PF,The petafarad is a unit of capacitance defined as 1.0e15 farad.
exafarad,exafarad,EF,The exafarad is a unit of capacitance defined as 1.0e18 farad.
zettafarad,zettafarad,ZF,The zettafarad is a unit of capacitance defined as 1.0e21 farad.
yottafarad,yottafarad,YF,The yottafarad is a unit of capacitance defined as 1.0e24 farad.
yoctoohm,yoctoohm,yΩ,
zeptoohm,zeptoohm,zΩ,
attoohm,attoohm,aΩ,
picoohm,picoohm,pΩ,
femtoohm,femtoohm,fΩ,
nanoohm,nanoohm,nΩ,
microohm,microohm,μΩ,
milliohm,milliohm,mΩ,
centiohm,centiohm,cΩ,
deciohm,deciohm,dΩ,
decaohm,decaohm,daΩ,
hectoohm,hectoohm,hΩ,
kilohm,kilohm,kΩ,
megohm,megohm,MΩ,
gigaohm,gigaohm,GΩ,
teraohm,teraohm,TΩ,
petaohm,petaohm,PΩ,
exaohm,exaohm,EΩ,
zettaohm,zettaohm,ZΩ,
yottaohm,yottaohm,YΩ,
yoctosiemens,yoctosiemens,yS,
zeptosiemens,zeptosiemens,zS,
attosiemens,attosiemens,aS,
picosiemens,picosiemens,pS,
femtosiemens,femtosiemens,fS,
nanosiemens,nanosiemens,nS,
microsiemens,microsiemens,μS,
millisiemens,millisiemens,mS,
centisiemens,centisiemens,cS,
decisiemens,decisiemens,dS,
decasiemens,decasiemens,daS,
hectosiemens,hectosiemens,hS,
kilosiemens,kilosiemens,kS,
megasiemens,megasiemens,MS,
gigasiemens,gigasiemens,GS,
terasiemens,terasiemens,TS,
petasiemens,petasiemens,PS,
exasiemens,exasiemens,ES,
zettasiemens,zettasiemens,ZS,
yottasiemens,yottasiemens,YS,
yoctoweber,yoctoweber,yWb,
zeptoweber,zeptoweber,zWb,
attoweber,attoweber,aWb,
picoweber,picoweber,pWb,
femtoweber,femtoweber,fWb,
nanoweber,nanoweber,nWb,
microweber,microweber,μWb,
milliweber,milliweber,mWb,
centiweber,centiweber,cWb,
deciweber,deciweber,dWb,
decaweber,decaweber,daWb,
hectoweber,hectoweber,hWb,
kiloweber,kiloweber,kWb,
megaweber,megaweber,MWb,
gigaweber,gigaweber,GWb,
teraweber,teraweber,TWb,
petaweber,petaweber,PWb,
exaweber,exaweber,EWb,
zettaweber,zettaweber,ZWb,
yottaweber,yottaweber,YWb,
yoctotesla,yoctotesla,yT,
zeptotesla,zeptotesla,zT,
attotesla,attotesla,aT,
picotesla,picotesla,pT,
femtotesla,femtotesla,fT,
nanotesla,nanotesla,nT,
microtesla,microtesla,μT,
millitesla,millitesla,mT,
centitesla,centitesla,cT,
decitesla,decitesla,dT,
decatesla,decatesla,daT,
hectotesla,hectotesla,hT,
kilotesla,kilotesla,kT,
megatesla,megatesla,MT,
gigatesla,gigatesla,GT,
teratesla,teratesla,TT,
petatesla,petatesla,PT,
exatesla,exatesla,ET,
zettatesla,zettatesla,ZT,
yottatesla,yottatesla,YT,
yoctohenry,yoctohenry,yH,The yoctohenry is a unit of inductance defined as 1.0e-24 henry.
zeptohenry,zeptohenry,zH,The zepthenry is a unit of inductance defined as 1.0e-21 henry.
attohenry,attohenry,aH,The attohenry is a unit of inductance defined as 1.0e-18 henry.
picohenry,picohenry,pH,The picohenry is a unit of inductance defined as 1.0e-12 henry.
femtohenry,femtohenry,fH,The femtohenry is a unit of inductance defined as 1.0e-15 henry.
nanohenry,nanohenry,nH,The nanohenry is a unit of inductance defined as 1.0e-9 henry.
microhenry,microhenry,μH,The microhenry is a unit of inductance defined as 1.0e-6 henry.
millihenry,millihenry,mH,The millihenry is a unit of inductance defined as 1.0e-3 henry.
centihenry,centihenry,cH,The centihenry is a unit of inductance defined as 1.0e-2 henry.
decihenry,decihenry,dH,The decihenry is a unit of inductance defined as 1.0e-1 henry.
decahenry,decahenry,daH,The decahenry is a unit of inductance defined as 1.0e1 henry.
hectohenry,hectohenry,hH,The hectohenry is a unit of inductance defined as 1.0e2 henry.
kilohenry,kilohenry,kH,The kilohenry is a unit of inductance defined as 1.0e3 henry.
megahenry,megahenry,MH,The megahenry is a unit of inductance defined as 1.0e6 henry.
gigahenry,gigahenry,GH,The gigahenry is a unit of inductance defined as 1.0e9 henry.
terahenry,terahenry,TH,The terahenry is a unit of inductance defined as 1.0e12 henry.
petahenry,petahenry,PH,The petahenry is a unit of inductance defined as 1.0e15 henry.
exahenry,exahenry,EH,The exahenry is a unit of inductance defined as 1.0e18 henry.
zettahenry,zettahenry,ZH,The zettahenry is a unit of inductance defined as 1.0e21 henry.
yottahenry,yottahenry,YH,The yottahenry is a unit of inductance defined as 1.0e24 henry.
yoctodegreeCelsius,yoctodegree Celsius,y°C,The yoctodegree Celsius is a unit of temperature defined as 1.0e-24 degree Celsius.
zeptodegreeCelsius,zeptodegree Celsius,z°C,The zeptdegree Celsius is a unit of temperature defined as 1.0e-21 degree Celsius.
attodegreeCelsius,attodegree Celsius,a°C,The attodegree Celsius is a unit of temperature defined as 1.0e-18 degree Celsius.
picodegreeCelsius,picodegree Celsius,p°C,The picodegree Celsius is a unit of temperature defined as 1.0e-12 degree Celsius.
femtodegreeCelsius,femtodegree Celsius,f°C,The femtodegree Celsius is a unit of temperature defined as 1.0e-15 degree Celsius.
nanodegreeCelsius,nanodegree Celsius,n°C,The nanodegree Celsius is a unit of temperature defined as 1.0e-9 degree Celsius.
microdegreeCelsius,microdegree Celsius,μ°C,The microdegree Celsius is a unit of temperature defined as 1.0e-6 degree Celsius.
millidegreeCelsius,millidegree Celsius,m°C,The millidegree Celsius is a unit of temperature defined as 1.0e-3 degree Celsius.
centidegreeCelsius,centidegree Celsius,c°C,The centidegree Celsius is a unit of temperature defined as 1.0e-2 degree Celsius.
decidegreeCelsius,decidegree Celsius,d°C,The decidegree Celsius is a unit of temperature defined as 1.0e-1 degree Celsius.
yoctolumen,yoctolumen,ylm,
zeptolumen,zeptolumen,zlm,
attolumen,attolumen,alm,
picolumen,picolumen,plm,
femtolumen,femtolumen,flm,
nanolumen,nanolumen,nlm,
microlumen,microlumen,μlm,
millilumen,millilumen,mlm,
centilumen,centilumen,clm,
decilumen,decilumen,dlm,
decalumen,decalumen,dalm,
hectolumen,hectolumen,hlm,
kilolumen,kilolumen,klm,
megalumen,megalumen,Mlm,
gigalumen,gigalumen,Glm,
teralumen,teralumen,Tlm,
petalumen,petalumen,Plm,
exalumen,exalumen,Elm,
zettalumen,zettalumen,Zlm,
yottalumen,yottalumen,Ylm,
yoctolux,yoctolux,ylx,
zeptolux,zeptolux,zlx,
attolux,attolux,alx,
picolux,picolux,plx,
femtolux,femtolux,flx,
nanolux,nanolux,nlx,
microlux,microlux,μlx,
millilux,millilux,mlx,
centilux,centilux,clx,
decilux,decilux,dlx,
decalux,decalux,dalx,
hectolux,hectolux,hlx,
kilolux,kilolux,klx,
megalux,megalux,Mlx,
gigalux,gigalux,Glx,
teralux,teralux,Tlx,
petalux,petalux,Plx,
exalux,exalux,Elx,
zettalux,zettalux,Zlx,
yottalux,yottalux,Ylx,
yoctobecquerel,yoctobecquerel,yBq,The yoctobecquerel is a unit of activity defined as 1.0e-24 becquerel.
zeptobecquerel,zeptobecquerel,zBq,The zeptbecquerel is a unit of activity defined as 1.0e-21 becquerel.
attobecquerel,attobecquerel,aBq,The attobecquerel is a unit of activity defined as 1.0e-18 becquerel.
picobecquerel,picobecquerel,pBq,The picobecquerel is a unit of activity defined as 1.0e-12 becquerel.
femtobecquerel,femtobecquerel,fBq,The femtobecquerel is a unit of activity defined as 1.0e-15 becquerel.
nanobecquerel,nanobecquerel,nBq,The nanobecquerel is a unit of activity defined as 1.0e-9 becquerel.
microbecquerel,microbecquerel,μBq,The microbecquerel is a unit of activity defined as 1.0e-6 becquerel.
millibecquerel,millibecquerel,mBq,The millibecquerel is a unit of activity defined as 1.0e-3 becquerel.
centibecquerel,centibecquerel,cBq,The centibecquerel is a unit of activity defined as 1.0e-2 becquerel.
decibecquerel,decibecquerel,dBq,The decibecquerel is a unit of activity defined as 1.0e-1 becquerel.
decabecquerel,decabecquerel,daBq,The decabecquerel is a unit of activity defined as 1.0e1 becquerel.
hectobecquerel,hectobecquerel,hBq,The hectobecquerel is a unit of activity defined as 1.0e2 becquerel.
kilobecquerel,kilobecquerel,kBq,The kilobecquerel is a unit of activity defined as 1.0e3 becquerel.
megabecquerel,megabecquerel,MBq,The megabecquerel is a unit of activity defined as 1.0e6 becquerel.
gigabecquerel,gigabecquerel,GBq,The gigabecquerel is a unit of activity defined as 1.0e9 becquerel.
terabecquerel,terabecquerel,TBq,The terabecquerel is a unit of activity defined as 1.0e12 becquerel.
petabecquerel,petabecquerel,PBq,The petabecquerel is a unit of activity defined as 1.0e15 becquerel.
exabecquerel,exabecquerel,EBq,The exabecquerel is a unit of activity defined as 1.0e18 becquerel.
zettabecquerel,zettabecquerel,ZBq,The zettabecquerel is a unit of activity defined as 1.0e21 becquerel.
yottabecquerel,yottabecquerel,YBq,The yottabecquerel is a unit of activity defined as 1.0e24 becquerel.
yoctogray,yoctogray,yGy,The yoctogray is a unit of absorbed dose defined as 1.0e-24 gray.
zeptogray,zeptogray,zGy,The zeptgray is a unit of absorbed dose defined as 1.0e-21 gray.
attogray,attogray,aGy,The attogray is a unit of absorbed dose defined as 1.0e-18 gray.
picogray,picogray,pGy,The picogray is a unit of absorbed dose defined as 1.0e-12 gray.
femtogray,femtogray,fGy,The femtogray is a unit of absorbed dose defined as 1.0e-15 gray.
nanogray,nanogray,nGy,The nanogray is a unit of absorbed dose defined as 1.0e-9 gray.
microgray,microgray,μGy,The microgray is a unit of absorbed dose defined as 1.0e-6 gray.
milligray,milligray,mGy,The milligray is a unit of absorbed dose defined as 1.0e-3 gray.
centigray,centigray,cGy,The centigray is a unit of absorbed dose defined as 1.0e-2 gray.
decigray,decigray,dGy,The decigray is a unit of absorbed dose defined as 1.0e-1 gray.
decagray,decagray,daGy,The decagray is a unit of absorbed dose defined as 1.0e1 gray.
hectogray,hectogray,hGy,The hectogray is a unit of absorbed dose defined as 1.0e2 gray.
kilogray,kilogray,kGy,The kilogray is a unit of absorbed dose defined as 1.0e3 gray.
megagray,megagray,MGy,The megagray is a unit of absorbed dose defined as 1.0e6 gray.
gigagray,gigagray,GGy,The gigagray is a unit of absorbed dose defined as 1.0e9 gray.
teragray,teragray,TGy,The teragray is a unit of absorbed dose defined as 1.0e12 gray.
petagray,petagray,PGy,The petagray is a unit of absorbed dose defined as 1.0e15 gray.
exagray,exagray,EGy,The exagray is a unit of absorbed dose defined as 1.0e18 gray.
zettagray,zettagray,ZGy,The zettagray is a unit of absorbed dose defined as 1.0e21 gray.
yottagray,yottagray,YGy,The yottagray is a unit of absorbed dose defined as 1.0e24 gray.
yoctosievert,yoctosievert,ySv,
zeptosievert,zeptosievert,zSv,
attosievert,attosievert,aSv,
picosievert,picosievert,pSv,
femtosievert,femtosievert,fSv,
nanosievert,nanosievert,nSv,
microsievert,microsievert,μSv,
millisievert,millisievert,mSv,
centisievert,centisievert,cSv,
decisievert,decisievert,dSv,
decasievert,decasievert,daSv,
hectosievert,hectosievert,hSv,
kilosievert,kilosievert,kSv,
megasievert,megasievert,MSv,
gigasievert,gigasievert,GSv,
terasievert,terasievert,TSv,
petasievert,petasievert,PSv,
exasievert,exasievert,ESv,
zettasievert,zettasievert,ZSv,
yottasievert,yottasievert,YSv,
yoctokatal,yoctokatal,ykat,The yoctokatal is a unit of catalytic activity defined as 1.0e-24 katal.
zeptokatal,zeptokatal,zkat,The zeptkatal is a unit of catalytic activity defined as 1.0e-21 katal.
attokatal,attokatal,akat,The attokatal is a unit of catalytic activity defined as 1.0e-18 katal.
picokatal,picokatal,pkat,The picokatal is a unit of catalytic activity defined as 1.0e-12 katal.
femtokatal,femtokatal,fkat,The femtokatal is a unit of catalytic activity defined as 1.0e-15 katal.
nanokatal,nanokatal,nkat,The nanokatal is a unit of catalytic activity defined as 1.0e-9 katal.
microkatal,microkatal,μkat,The microkatal is a unit of catalytic activity defined as 1.0e-6 katal.
millikatal,millikatal,mkat,The millikatal is a unit of catalytic activity defined as 1.0e-3 katal.
centikatal,centikatal,ckat,The centikatal is a unit of catalytic activity defined as 1.0e-2 katal.
decikatal,decikatal,dkat,The decikatal is a unit of catalytic activity defined as 1.0e-1 katal.
decakatal,decakatal,dakat,The decakatal is a unit of catalytic activity defined as 1.0e1 katal.
hectokatal,hectokatal,hkat,The hectokatal is a unit of catalytic activity defined as 1.0e2 katal.
kilokatal,kilokatal,kkat,The kilokatal is a unit of catalytic activity defined as 1.0e3 katal.
megakatal,megakatal,Mkat,The megakatal is a unit of catalytic activity defined as 1.0e6 katal.
gigakatal,gigakatal,Gkat,The gigakatal is a unit of catalytic activity defined as 1.0e9 katal.
terakatal,terakatal,Tkat,The terakatal is a unit of catalytic activity defined as 1.0e12 katal.
petakatal,petakatal,Pkat,The petakatal is a unit of catalytic activity defined as 1.0e15 katal.
exakatal,exakatal,Ekat,The exakatal is a unit of catalytic activity defined as 1.0e18 katal.
zettakatal,zettakatal,Zkat,The zettakatal is a unit of catalytic activity defined as 1.0e21 katal.
yottakatal,yottakatal,Ykat,The yottakatal is a unit of catalytic activity defined as 1.0e24 katal.
gigayear,gigayear,Gyr,
kilotonne,kilotonne,kt,
megatonne,megatonne,Mt,
nanounifiedAtomicMassUnit,nanounified atomic mass unit,nu,
decibar,decibar,dbar,The decibar is a unit of pressure defined as 1.0e-1 bar.
millibar,millibar,mbar,The millibar is a unit of pressure defined as 1.0e-3 bar.
