type,unit,label,labelLang,symbol,definition
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/molePerKilogram,mole per kilogram,en,mol/kg,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/molePerKilogram,mol per kilogram,nl,mol/kg,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/kilogramPerMole,kilogram per mole,en,kg/mol,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/kilogramPerMole,kilogram per mol,nl,kg/mol,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/cubicMetrePerMole,cubic metre per mole,en,m3/mol,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/cubicMetrePerMole,kubieke meter per mol,nl,m3/mol,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/litrePerMole,litre per mole,en,l/mol,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/litrePerMole,liter per mol,nl,l/mol,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/molePerMetre,mole per metre,en,mol/m,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/molePerMetre,mole per meter,nl,mol/m,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/micromolePerSecond-TimeGram,micromole per second gram,en,μmol/(s g),
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/micromolePerSecond-Time,micromole per second,en,μmol/s,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/micromolePerSecond-Time,micromol per seconde,nl,μmol/s,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/nanomolePerHour,nanomole per hour,en,nmol/h,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/nanomolePerHourMillilitre,nanomole per hour millilitre,en,nmol/(h ml),
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/molePerSecond-Time,mole per second,en,mol/s,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/molePerSecond-Time,mol per seconde,nl,mol/s,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/deltaA450PerSecond-Time,delta A450 per second,en,,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/deltaA450PerSecond-Time,delta A450 per seconde,nl,,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/katalPerCubicmetre,katal per cubic metre,en,kat/m3,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/katalPerCubicmetre,katal per kubieke meter,nl,kat/m3,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/nanokatalPerMilligram,nanokatal per milligram,en,nkat/mg,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/nanokatalPerMilligram,nanokatal per milligram,nl,nkat/mg,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/deltaA450PerSecond-TimePerMilligram,delta A450 per second per milligram,en,,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/deltaA450PerSecond-TimePerMilligram,delta A450 per seconde per milligram,nl,,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/candelaPerSquareCentimetre,candela per square centimetre,en,cd/cm,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/candelaPerSquareCentimetre,candela per vierkante centimeter,nl,cd/cm,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/lumenPerSquareMetre,lumen per square metre,en,lm/m2,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/lumenPerSquareMetre,lumen per vierkante meter,nl,lm/m2,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/lumenPerWatt,lumen per watt,en,lm/W,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/lumenPerWatt,lumen per watt,nl,lm/W,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/amperePerWatt,ampere per watt,en,A/W,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/amperePerWatt,ampere per watt,nl,A/W,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/bitPerSecond-Time,bit per second,en,bit/s,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/bitPerSecond-Time,bit per seconde,nl,bit/s,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/kilometrePerSecond-TimePerMegaparsec,kilometre per second per megaparsec,en,km s-1 Mpc-1,De eenheid van de Hubble constante (die niet constant is!) (http://en.wikipedia.org/wiki/Hubble_constant).
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/kilometrePerSecond-TimePerMegaparsec,kilometer per seconde per megaparsec,nl,km s-1 Mpc-1,De eenheid van de Hubble constante (die niet constant is!) (http://en.wikipedia.org/wiki/Hubble_constant).
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/magnitudePerSecond-AngleSquared,magnitude per second (angle) squared,en,mag/arcsec2,The brightness (in magnitudes) of an area on the celestial sphere of 1 arcsecond by 1 arcsecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/solarMassPerGigayearCubicKiloparsec,solar mass per gigayear cubic kiloparsec,en,M_☉/(Gyr kpc3),The amount of stellar mass created per cubic kiloparsec in each billion years.
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/solarMassPerGigayearCubicParsec,solar mass per gigayear cubic parsec,en,M_☉/(Gyr pc3),The amount of stellar mass created per cubic parsec in each billion years.
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/voltPerWatt,volt per watt,en,V/W,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/voltPerWatt,volt per watt,nl,V/W,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/wattPerSecond-AngleSquared,watt per second (angle) squared,en,W/arcsec2,The radiative intensity (in watts) of an area on the celestial sphere of 1 arcsecond by 1 arcsecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/kilogramPerPascalSecond-TimeSquareMetre,kilogram per pascal second square metre,en,kg Pa-1 s-1 m-2,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/kilogramPerPascalSecond-TimeSquareMetre,kilogram per pascal seconde vierkante meter,nl,kg Pa-1 s-1 m-2,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/colonyFormingUnitPerGram,colony forming unit per gram,en,CFU/g,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/colonyFormingUnitPerMillilitre,colony forming unit per millilitre,en,CFU/ml,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/colonyFormingUnitPer25Millilitre,colony forming unit per 25 millilitre,en,CFU/ml,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/_1000ColonyFormingUnitPerMillilitre,1000 colony forming unit per millilitre,en,1000 CFU/ml,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/euroPerTonne,euro per tonne,en,,
http://www.ontology-of-units-of-measure.org/resource/om-2/UnitDivision,http://www.ontology-of-units-of-measure.org/resource/om-2/megaeuroPerMegatonne,megaeuro per megatonne,en,,
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerYoctolitre,gram per yoctolitre,en,g/yl,Gram per yoctolitre is a unit of density defined as gram divided by yoctolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerYoctolitre,gram per yoctoliter,nl,g/yl,Gram per yoctolitre is a unit of density defined as gram divided by yoctolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerZeptolitre,gram per zeptolitre,en,g/zl,Gram per zeptolitre is a unit of density defined as gram divided by zeptolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerZeptolitre,gram per zeptoliter,nl,g/zl,Gram per zeptolitre is a unit of density defined as gram divided by zeptolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerAttolitre,gram per attolitre,en,g/al,Gram per attolitre is a unit of density defined as gram divided by attolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerAttolitre,gram per attoliter,nl,g/al,Gram per attolitre is a unit of density defined as gram divided by attolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerFemtolitre,gram per femtolitre,en,g/fl,Gram per femtolitre is a unit of density defined as gram divided by femtolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerFemtolitre,gram per femtoliter,nl,g/fl,Gram per femtolitre is a unit of density defined as gram divided by femtolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerPicolitre,gram per picolitre,en,g/pl,Gram per picolitre is a unit of density defined as gram divided by picolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerPicolitre,gram per picoliter,nl,g/pl,Gram per picolitre is a unit of density defined as gram divided by picolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerNanolitre,gram per nanolitre,en,g/nl,Gram per nanolitre is a unit of density defined as gram divided by nanolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerNanolitre,gram per nanoliter,nl,g/nl,Gram per nanolitre is a unit of density defined as gram divided by nanolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerMicrolitre,gram per microlitre,en,g/μl,Gram per microlitre is a unit of density defined as gram divided by microlitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerMicrolitre,gram per microliter,nl,g/μl,Gram per microlitre is a unit of density defined as gram divided by microlitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerMillilitre,gram per millilitre,en,g/ml,Gram per millilitre is a unit of density defined as gram divided by millilitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerMillilitre,gram per milliliter,nl,g/ml,Gram per millilitre is a unit of density defined as gram divided by millilitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerCentilitre,gram per centilitre,en,g/cl,Gram per centilitre is a unit of density defined as gram divided by centilitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerCentilitre,gram per centiliter,nl,g/cl,Gram per centilitre is a unit of density defined as gram divided by centilitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerDecilitre,gram per decilitre,en,g/dl,Gram per decilitre is a unit of density defined as gram divided by decilitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerDecilitre,gram per deciliter,nl,g/dl,Gram per decilitre is a unit of density defined as gram divided by decilitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerDecalitre,gram per decalitre,en,g/dal,Gram per decalitre is a unit of density defined as gram divided by decalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerDecalitre,gram per decaliter,nl,g/dal,Gram per decalitre is a unit of density defined as gram divided by decalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerHectolitre,gram per hectolitre,en,g/hl,Gram per hectolitre is a unit of density defined as gram divided by hectolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerHectolitre,gram per hectoliter,nl,g/hl,Gram per hectolitre is a unit of density defined as gram divided by hectolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerKilolitre,gram per kilolitre,en,g/kl,Gram per kilolitre is a unit of density defined as gram divided by kilolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerKilolitre,gram per kiloliter,nl,g/kl,Gram per kilolitre is a unit of density defined as gram divided by kilolitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerMegalitre,gram per megalitre,en,g/Ml,Gram per megalitre is a unit of density defined as gram divided by megalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerMegalitre,gram per megaliter,nl,g/Ml,Gram per megalitre is a unit of density defined as gram divided by megalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerGigalitre,gram per gigalitre,en,g/Gl,Gram per gigalitre is a unit of density defined as gram divided by gigalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerGigalitre,gram per gigaliter,nl,g/Gl,Gram per gigalitre is a unit of density defined as gram divided by gigalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerTeralitre,gram per teralitre,en,g/Tl,Gram per teralitre is a unit of density defined as gram divided by teralitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerTeralitre,gram per teraliter,nl,g/Tl,Gram per teralitre is a unit of density defined as gram divided by teralitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerPetalitre,gram per petalitre,en,g/Pl,Gram per petalitre is a unit of density defined as gram divided by petalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerPetalitre,gram per petaliter,nl,g/Pl,Gram per petalitre is a unit of density defined as gram divided by petalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerExalitre,gram per exalitre,en,g/El,Gram per exalitre is a unit of density defined as gram divided by exalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerExalitre,gram per exaliter,nl,g/El,Gram per exalitre is a unit of density defined as gram divided by exalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerZettalitre,gram per zettalitre,en,g/Zl,Gram per zettalitre is a unit of density defined as gram divided by zettalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerZettalitre,gram per zettaliter,nl,g/Zl,Gram per zettalitre is a unit of density defined as gram divided by zettalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerYottalitre,gram per yottalitre,en,g/Yl,Gram per yottalitre is a unit of density defined as gram divided by yottalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/GramPerPrefixedLitre,http://www.ontology-of-units-of-measure.org/resource/om-2/gramPerYottalitre,gram per yottaliter,nl,g/Yl,Gram per yottalitre is a unit of density defined as gram divided by yottalitre.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerYoctosecond-Time,metre per yoctosecond,en,m/ys,Metre per yoctosecond is a unit of speed defined as metre divided by yoctosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerYoctosecond-Time,meter per yoctoseconde,nl,m/ys,Metre per yoctosecond is a unit of speed defined as metre divided by yoctosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerZeptosecond-Time,metre per zeptosecond,en,m/zs,Metre per zeptosecond is a unit of speed defined as metre divided by zeptosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerZeptosecond-Time,meter per zeptoseconde,nl,m/zs,Metre per zeptosecond is a unit of speed defined as metre divided by zeptosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerAttosecond-Time,metre per attosecond,en,m/as,Metre per attosecond is a unit of speed defined as metre divided by attosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerAttosecond-Time,meter per attoseconde,nl,m/as,Metre per attosecond is a unit of speed defined as metre divided by attosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerPicosecond-Time,metre per picosecond,en,m/ps,Metre per picosecond is a unit of speed defined as metre divided by picosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerPicosecond-Time,meter per picoseconde,nl,m/ps,Metre per picosecond is a unit of speed defined as metre divided by picosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerFemtosecond-Time,metre per femtosecond,en,m/fs,Metre per femtosecond is a unit of speed defined as metre divided by femtosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerFemtosecond-Time,meter per femtoseconde,nl,m/fs,Metre per femtosecond is a unit of speed defined as metre divided by femtosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerNanosecond-Time,metre per nanosecond,en,m/ns,Metre per nanosecond is a unit of speed defined as metre divided by nanosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerNanosecond-Time,meter per nanoseconde,nl,m/ns,Metre per nanosecond is a unit of speed defined as metre divided by nanosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerMicrosecond-Time,metre per microsecond,en,m/μs,Metre per microsecond is a unit of speed defined as metre divided by microsecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerMicrosecond-Time,meter per microseconde,nl,m/μs,Metre per microsecond is a unit of speed defined as metre divided by microsecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerMillisecond-Time,metre per millisecond,en,m/ms,Metre per millisecond is a unit of speed defined as metre divided by millisecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerMillisecond-Time,meter per milliseconde,nl,m/ms,Metre per millisecond is a unit of speed defined as metre divided by millisecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerCentisecond-Time,metre per centisecond,en,m/cs,Metre per centisecond is a unit of speed defined as metre divided by centisecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerCentisecond-Time,meter per centiseconde,nl,m/cs,Metre per centisecond is a unit of speed defined as metre divided by centisecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerDecisecond-Time,metre per decisecond,en,m/ds,Metre per decisecond is a unit of speed defined as metre divided by decisecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerDecisecond-Time,meter per deciseconde,nl,m/ds,Metre per decisecond is a unit of speed defined as metre divided by decisecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerDecasecond-Time,metre per decasecond,en,m/das,Metre per decasecond is a unit of speed defined as metre divided by decasecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerDecasecond-Time,meter per decaseconde,nl,m/das,Metre per decasecond is a unit of speed defined as metre divided by decasecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerHectosecond-Time,metre per hectosecond,en,m/hs,Metre per hectosecond is a unit of speed defined as metre divided by hectosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerHectosecond-Time,meter per hectoseconde,nl,m/hs,Metre per hectosecond is a unit of speed defined as metre divided by hectosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerKilosecond-Time,metre per kilosecond,en,m/ks,Metre per kilosecond is a unit of speed defined as metre divided by kilosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerKilosecond-Time,meter per kiloseconde,nl,m/ks,Metre per kilosecond is a unit of speed defined as metre divided by kilosecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerMegasecond-Time,metre per megasecond,en,m/Ms,Metre per megasecond is a unit of speed defined as metre divided by megasecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerMegasecond-Time,meter per megaseconde,nl,m/Ms,Metre per megasecond is a unit of speed defined as metre divided by megasecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerGigasecond-Time,metre per gigasecond,en,m/Gs,Metre per gigasecond is a unit of speed defined as metre divided by gigasecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerGigasecond-Time,meter per gigaseconde,nl,m/Gs,Metre per gigasecond is a unit of speed defined as metre divided by gigasecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerTerasecond-Time,metre per terasecond,en,m/Ts,Metre per terasecond is a unit of speed defined as metre divided by terasecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerTerasecond-Time,meter per teraseconde,nl,m/Ts,Metre per terasecond is a unit of speed defined as metre divided by terasecond.
http://www.ontology-of-units-of-measure.org/resource/om-2/MetrePerPrefixedSecond-Time,http://www.ontology-of-units-of-measure.org/resource/om-2/metrePerPetasecond-Time,metre per petasecond,en,m/Ps,Metre per petasecond is a unit of speed defined as metre divided by petasecond.
